1,0, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
7772,0, ?,218948, 7th-8th,4, Never-married, ?, Not-in-family, White, Female,0.0,0.0,32.0, Mexico,25
7773,0, Private,211435, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States,26
7774,0, Self-emp-not-inc,280169, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,3456.0,0.0,8.0, United-States,36
7775,0, Private,109997, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,27
7776,1, Private,286789, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,39
7777,0, Private,102460, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,25
7778,0, Private,287160, 11th,7, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States,17
7779,0, Private,198097, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,39
7780,0, Private,119111, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,52
7781,0, Private,174461, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States,24
7782,0, Self-emp-not-inc,281678, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,55.0, United-States,26
7783,0, ?,377725, Bachelors,13, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States,24
7784,1, Private,151053, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,32
7785,1, Local-gov,186539, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,49
7786,0, ?,149478, Some-college,10, Never-married, ?, Other-relative, White, Female,0.0,0.0,25.0, United-States,20
7787,0, Private,198452, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,40
7788,1, Private,198863, Prof-school,15, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,2559.0,60.0, United-States,52
7789,0, Private,176711, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,33
7790,0, Private,165310, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0.0,0.0,20.0, United-States,19
7791,0, Private,213008, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Japan,37
7792,0, State-gov,38251, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,20.0, United-States,21
7793,0, Private,125761, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,36.0, United-States,33
7794,0, Private,148645, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,28
7795,0, Private,273435, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1579.0,40.0, United-States,48
7796,0, Private,208613, Bachelors,13, Separated, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States,43
7797,0, Private,192565, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,32
7798,0, Private,183885, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States,28
7799,0, Self-emp-not-inc,243631, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, South,47
7800,1, Private,191754, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,50.0, United-States,37
7801,0, Private,261278, Some-college,10, Separated, Sales, Other-relative, Black, Male,0.0,0.0,30.0, United-States,26
7802,0, Private,127014, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,60.0, United-States,55
7803,0, Private,197919, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States,40
7804,1, Private,217460, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,31
7805,1, Private,86551, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,39
7806,1, Self-emp-inc,98051, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,54.0, United-States,54
7807,0, Private,215917, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines,38
7808,0, Self-emp-not-inc,192982, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,85.0, United-States,53
7809,0, Self-emp-not-inc,334132, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,78.0, United-States,27
7810,1, Private,136986, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,42
7811,0, Private,116812, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,62
7812,0, Private,189123, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,1485.0,58.0, United-States,47
7813,0, Private,89648, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,26
7814,0, ?,190027, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0.0,0.0,20.0, United-States,33
7815,0, Private,99248, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,59
7816,0, Private,57600, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,42
7817,1, Private,199224, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,25
7818,0, Private,140363, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,36.0, United-States,58
7819,0, Private,308812, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,60.0, United-States,30
7820,0, Private,275421, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,40.0, United-States,21
7821,0, Private,213321, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,61
7822,0, Private,157747, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,33
7823,1, Private,182314, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,51
7824,0, Private,220589, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0.0,0.0,12.0, United-States,70
7825,1, ?,208640, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,30.0, United-States,55
7826,0, Self-emp-not-inc,189346, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,2202.0,0.0,50.0, United-States,29
7827,0, Private,124071, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,44.0, United-States,46
7828,0, Federal-gov,20469, Some-college,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,35
7829,1, Private,154227, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States,31
7830,1, Private,105044, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,42.0, United-States,37
7831,1, Private,35910, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,43.0, United-States,43
7832,0, Private,189203, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,23
7833,1, Private,116493, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,13550.0,0.0,44.0, United-States,41
7834,1, Local-gov,19700, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States,42
7835,0, Private,48718, 10th,6, Never-married, Adm-clerical, Not-in-family, White, Female,2907.0,0.0,40.0, United-States,26
7836,1, Private,106113, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,45
7837,0, Private,256263, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,25
7838,0, ?,202498, 7th-8th,4, Separated, ?, Not-in-family, White, Male,0.0,0.0,40.0, Guatemala,33
7839,1, Private,120074, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States,38
7840,0, Private,122922, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,50.0, United-States,28
7841,0, Self-emp-not-inc,116903, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2149.0,40.0, United-States,68
7842,1, Local-gov,222596, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,42
7843,0, Private,107302, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, India,35
7844,0, Private,156400, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,36
7845,0, Private,53373, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,33
7846,0, Private,58916, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,30.0, United-States,22
7847,1, Local-gov,167159, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,50.0, United-States,45
7848,0, Private,283806, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,24
7849,0, Private,140426, 1st-4th,2, Married-spouse-absent, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, ?,57
7850,1, Local-gov,61778, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,40.0, United-States,36
7851,0, Private,33310, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,41
7852,0, Self-emp-not-inc,202560, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,35.0, United-States,26
7853,0, Self-emp-not-inc,60828, Some-college,10, Never-married, Farming-fishing, Own-child, White, Female,0.0,0.0,50.0, United-States,25
7854,0, State-gov,153486, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States,53
7855,0, Local-gov,167536, Assoc-acdm,12, Widowed, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,28
7856,0, Local-gov,370990, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,30
7857,0, Self-emp-not-inc,198867, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,38
7858,0, Local-gov,174924, Some-college,10, Divorced, Protective-serv, Unmarried, White, Male,0.0,0.0,48.0, Germany,37
7859,0, Private,175856, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States,30
7860,0, Private,169628, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0.0,0.0,40.0, ?,41
7861,0, ?,125159, Some-college,10, Never-married, ?, Not-in-family, Black, Male,0.0,0.0,36.0, ?,29
7862,0, Private,220690, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,80.0, United-States,31
7863,0, Private,160035, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3908.0,0.0,55.0, United-States,36
7864,0, Self-emp-not-inc,116878, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, Greece,59
7865,0, Self-emp-not-inc,134737, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35.0, United-States,33
7866,1, Private,81648, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,1887.0,55.0, United-States,29
7867,1, State-gov,122177, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,49
7868,0, Federal-gov,69614, 10th,6, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,56.0, United-States,50
7869,1, Private,112115, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,45.0, United-States,33
7870,0, Private,299422, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Mexico,28
7871,0, ?,162882, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0.0,0.0,35.0, United-States,81
7872,0, Private,112854, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,16.0, United-States,24
7873,0, Self-emp-not-inc,33417, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,32
7874,1, Federal-gov,224559, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,47
7875,0, ?,468706, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0.0,0.0,40.0, United-States,44
7876,0, Private,357028, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States,24
7877,1, Local-gov,51158, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,7298.0,0.0,36.0, United-States,37
7878,1, Private,186303, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,51
7879,0, Private,127749, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,52
7880,0, Private,291386, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,22
7881,0, Private,138054, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Other, Male,0.0,0.0,40.0, United-States,28
7882,0, Self-emp-not-inc,174533, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,47
7883,0, Private,200835, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,43
7884,0, Private,108658, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States,25
7885,1, Private,180985, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,43
7886,0, Private,34803, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,20.0, United-States,25
7887,0, Private,75867, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,59
7888,0, Private,156819, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,35.0, United-States,29
7889,0, Private,61272, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, Portugal,30
7890,0, Private,39827, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0.0,0.0,40.0, Puerto-Rico,24
7891,0, Private,130007, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
7892,1, Self-emp-not-inc,80324, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,37
7893,0, Private,322614, Preschool,1, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0.0,1719.0,40.0, Mexico,26
7894,0, Private,140869, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,30
7895,1, Local-gov,181902, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,10.0, Poland,73
7896,0, Private,287908, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,30
7897,0, Private,309630, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,33
7898,0, Private,28225, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,58.0, United-States,46
7899,0, ?,428584, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,3464.0,0.0,20.0, United-States,40
7900,0, Private,39222, 11th,7, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,18
7901,1, Private,359131, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298.0,0.0,8.0, ?,35
7902,0, Private,122272, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,22
7903,0, Self-emp-inc,198400, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,60.0, United-States,50
7904,0, ?,73091, 7th-8th,4, Widowed, ?, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,62
7905,1, Self-emp-inc,283338, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,39
7906,0, Private,208946, Some-college,10, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,22
7907,0, Private,348416, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,33
7908,0, Private,379046, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam,31
7909,0, Private,183887, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,29
7910,1, Self-emp-not-inc,127961, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States,38
7911,0, Private,211129, Bachelors,13, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States,24
7912,0, Local-gov,187649, HS-grad,9, Separated, Protective-serv, Other-relative, White, Female,0.0,0.0,40.0, United-States,29
7913,1, Federal-gov,94754, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,49
7914,0, Private,231826, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Mexico,33
7915,0, Private,142764, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,48.0, United-States,28
7916,0, Private,126822, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,60.0, United-States,22
7917,0, Private,188069, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,37
7918,0, Private,284395, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,30
7919,0, Private,31267, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,49
7920,0, Private,161444, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Columbia,29
7921,0, Private,144483, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,25
7922,0, Private,133655, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,36
7923,0, State-gov,112074, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,36
7924,0, Private,249727, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0.0,0.0,22.0, United-States,21
7925,0, Private,165754, Some-college,10, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States,18
7926,0, Local-gov,172822, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States,30
7927,0, Private,288433, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,40.0, United-States,44
7928,0, Private,33331, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,40
7929,0, Private,168071, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States,43
7930,1, Private,207277, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,45
7931,0, Private,130620, Some-college,10, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,0.0,0.0,26.0, India,29
7932,0, Private,136244, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,40
7933,0, Private,972354, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,48.0, United-States,43
7934,0, Private,245297, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States,20
7935,0, State-gov,71151, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,20.0, United-States,32
7936,0, Private,118352, Some-college,10, Never-married, Other-service, Own-child, White, Female,0.0,0.0,16.0, United-States,19
7937,0, Private,117210, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,21
7938,0, Private,120068, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,23
7939,0, Private,48343, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,24
7940,0, Private,84451, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,32.0, United-States,52
7941,0, ?,76437, Some-college,10, Divorced, ?, Unmarried, White, Female,0.0,0.0,40.0, United-States,51
7942,0, Private,281704, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, United-States,19
7943,1, Private,123011, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,54
7944,0, Private,104729, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,48.0, United-States,50
7945,0, Private,110134, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,29
7946,0, Private,186067, 10th,6, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,10.0, United-States,17
7947,0, Private,214702, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,37.0, Puerto-Rico,47
7948,0, Private,384795, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,32.0, United-States,46
7949,0, Private,175931, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,44.0, United-States,30
7950,0, Private,366324, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,30.0, United-States,58
7951,0, Private,118717, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,48
7952,0, Private,219835, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Mexico,23
7953,0, Private,176486, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,36.0, United-States,23
7954,0, Private,273435, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,45
7955,0, Private,182661, Some-college,10, Never-married, Sales, Own-child, Black, Male,0.0,0.0,20.0, United-States,20
7956,0, Private,212304, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,48.0, United-States,26
7957,1, Local-gov,133963, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,50
7958,1, Private,165152, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0, United-States,49
7959,0, Private,274724, Some-college,10, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,40.0, Nicaragua,26
7960,0, Private,196707, Prof-school,15, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,47
7961,0, Private,213002, 12th,8, Never-married, Sales, Not-in-family, White, Male,4650.0,0.0,50.0, United-States,31
7962,0, ?,26620, Some-college,10, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States,19
7963,0, Private,361481, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, ?,23
7964,0, Private,148581, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1740.0,40.0, United-States,35
7965,1, Private,459189, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1902.0,50.0, United-States,46
7966,0, Self-emp-not-inc,214689, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,28
7967,1, Private,289364, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,45.0, United-States,58
7968,0, Private,174907, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,21
7969,0, Self-emp-not-inc,348099, 10th,6, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,50.0, United-States,50
7970,0, ?,104965, 9th,5, Never-married, ?, Not-in-family, White, Female,0.0,0.0,30.0, United-States,30
7971,0, Private,31600, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,31
7972,0, Self-emp-not-inc,286282, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,20.0, United-States,31
7973,1, Self-emp-not-inc,181705, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103.0,0.0,40.0, United-States,35
7974,1, Private,238912, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,33
7975,1, Private,134737, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688.0,0.0,55.0, United-States,34
7976,1, ?,157403, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,6418.0,0.0,10.0, United-States,67
7977,1, Private,197429, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,45.0, United-States,37
7978,1, Private,47343, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,48
7979,0, Federal-gov,67083, Bachelors,13, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,1471.0,0.0,40.0, Cambodia,34
7980,0, Private,249957, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States,24
7981,0, Private,175942, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,40.0, France,55
7982,1, Private,192982, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1848.0,40.0, United-States,50
7983,1, Private,209547, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,60.0, United-States,40
7984,0, Private,142675, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,30.0, United-States,33
7985,0, Federal-gov,190333, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,51
7986,0, Private,196396, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,30
7987,0, Private,166740, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,41
7988,1, Local-gov,174533, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,47
7989,0, Private,210867, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,50.0, ?,27
7990,1, Private,118486, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,4934.0,0.0,32.0, United-States,37
7991,0, Private,144067, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,40
7992,0, Private,106964, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,36
